id,ACTION
16162,0
16163,1
16164,1
16165,1
16166,1
16167,1
16168,1
16169,1
16170,1
16171,1
16172,0
16173,0
16174,1
16175,1
16176,0
16177,1
16178,1
16179,1
16180,1
16181,1
16182,1
16183,1
16184,1
16185,1
16186,1
16187,0
16188,1
16189,1
16190,1
16191,0
16192,1
16193,1
16194,1
16195,1
16196,1
16197,0
16198,0
16199,0
16200,1
16201,1
16202,0
16203,0
16204,1
16205,0
16206,1
16207,1
16208,1
16209,1
16210,1
16211,1
16212,1
16213,1
16214,1
16215,0
16216,0
16217,1
16218,0
16219,0
16220,1
16221,1
16222,1
16223,0
16224,1
16225,1
16226,1
16227,1
16228,1
16229,1
16230,0
16231,1
16232,1
16233,1
16234,1
16235,0
16236,1
16237,1
16238,0
16239,0
16240,1
16241,0
16242,1
16243,1
16244,1
16245,1
16246,1
16247,1
16248,1
16249,1
16250,1
16251,1
16252,1
16253,1
16254,1
16255,1
16256,1
16257,1
16258,1
16259,0
16260,1
16261,1
16262,0
16263,0
16264,1
16265,1
16266,1
16267,1
16268,1
16269,1
16270,1
16271,0
16272,1
16273,0
16274,1
16275,1
16276,1
16277,1
16278,1
16279,1
16280,0
16281,1
16282,1
16283,1
16284,1
16285,0
16286,0
16287,0
16288,0
16289,1
16290,1
16291,1
16292,1
16293,1
16294,1
16295,1
16296,1
16297,1
16298,1
16299,1
16300,0
16301,1
16302,1
16303,1
16304,1
16305,1
16306,1
16307,0
16308,1
16309,1
16310,0
16311,0
16312,0
16313,0
16314,0
16315,0
16316,1
16317,1
16318,0
16319,0
16320,1
16321,0
16322,0
16323,1
16324,0
16325,1
16326,0
16327,1
16328,1
16329,1
16330,1
16331,1
16332,1
16333,1
16334,1
16335,1
16336,0
16337,1
16338,0
16339,1
16340,0
16341,1
16342,1
16343,1
16344,1
16345,1
16346,1
16347,0
16348,1
16349,1
16350,0
16351,0
16352,1
16353,0
16354,1
16355,0
16356,1
16357,1
16358,0
16359,1
16360,1
16361,1
16362,1
16363,1
16364,0
16365,1
16366,1
16367,1
16368,1
16369,1
16370,1
16371,0
16372,1
16373,1
16374,1
16375,1
16376,1
16377,1
16378,1
16379,1
16380,1
16381,1
16382,1
16383,1
16384,1
16385,1
16386,1
16387,0
16388,0
16389,1
16390,1
16391,0
16392,1
16393,0
16394,1
16395,1
16396,1
16397,1
16398,1
16399,1
16400,1
16401,1
16402,1
16403,1
16404,1
16405,0
16406,1
16407,1
16408,1
16409,0
16410,1
16411,1
16412,1
16413,1
16414,1
16415,1
16416,0
16417,1
16418,1
16419,1
16420,1
16421,1
16422,1
16423,1
16424,0
16425,1
16426,0
16427,1
16428,1
16429,1
16430,1
16431,0
16432,1
16433,1
16434,1
16435,0
16436,0
16437,1
16438,1
16439,1
16440,1
16441,0
16442,1
16443,0
16444,0
16445,1
16446,1
16447,1
16448,1
16449,1
16450,0
16451,1
16452,0
16453,1
16454,0
16455,1
16456,1
16457,0
16458,0
16459,1
16460,1
16461,1
16462,1
16463,1
16464,0
16465,0
16466,1
16467,1
16468,0
16469,0
16470,1
16471,1
16472,1
16473,1
16474,1
16475,0
16476,0
16477,1
16478,1
16479,1
16480,1
16481,0
16482,1
16483,1
16484,1
16485,0
16486,1
16487,1
16488,0
16489,0
16490,1
16491,1
16492,1
16493,1
16494,1
16495,1
16496,1
16497,1
16498,1
16499,1
16500,1
16501,1
16502,0
16503,0
16504,1
16505,1
16506,1
16507,0
16508,1
16509,1
16510,1
16511,1
16512,1
16513,1
16514,1
16515,1
16516,0
16517,0
16518,0
16519,1
16520,1
16521,1
16522,0
16523,1
16524,1
16525,1
16526,1
16527,0
16528,1
16529,1
16530,1
16531,1
16532,1
16533,0
16534,1
16535,1
16536,1
16537,1
16538,1
16539,1
16540,1
16541,1
16542,1
16543,1
16544,1
16545,0
16546,0
16547,1
16548,1
16549,1
16550,0
16551,1
16552,0
16553,1
16554,1
16555,0
16556,1
16557,1
16558,0
16559,0
16560,1
16561,1
16562,1
16563,1
16564,0
16565,1
16566,0
16567,1
16568,1
16569,1
16570,1
16571,1
16572,1
16573,1
16574,1
16575,1
16576,1
16577,1
16578,0
16579,1
16580,1
16581,1
16582,0
16583,1
16584,1
16585,1
16586,0
16587,1
16588,0
16589,0
16590,0
16591,1
16592,1
16593,0
16594,1
16595,1
16596,0
16597,1
16598,1
16599,1
16600,1
16601,1
16602,1
16603,1
16604,1
16605,1
16606,1
16607,1
16608,1
16609,1
16610,1
16611,0
16612,1
16613,1
16614,1
16615,1
16616,0
16617,1
16618,1
16619,1
16620,1
16621,1
16622,1
16623,1
16624,1
16625,1
16626,1
16627,1
16628,1
16629,1
16630,1
16631,0
16632,1
16633,0
16634,1
16635,1
16636,1
16637,1
16638,0
16639,1
16640,1
16641,0
16642,1
16643,1
16644,0
16645,1
16646,0
16647,1
16648,1
16649,1
16650,1
16651,0
16652,1
16653,0
16654,1
16655,1
16656,1
16657,1
16658,1
16659,1
16660,1
16661,1
16662,1
16663,0
16664,1
16665,1
16666,1
16667,1
16668,0
16669,1
16670,1
16671,1
16672,1
16673,1
16674,0
16675,1
16676,1
16677,1
16678,1
16679,1
16680,1
16681,1
16682,1
16683,1
16684,0
16685,1
16686,0
16687,1
16688,1
16689,1
16690,1
16691,0
16692,0
16693,1
16694,0
16695,1
16696,1
16697,1
16698,1
16699,0
16700,1
16701,1
16702,1
16703,0
16704,0
16705,1
16706,1
16707,1
16708,1
16709,1
16710,1
16711,1
16712,1
16713,1
16714,1
16715,0
16716,1
16717,1
16718,1
16719,1
16720,1
16721,0
16722,0
16723,1
16724,0
16725,1
16726,0
16727,1
16728,1
16729,1
16730,1
16731,1
16732,1
16733,1
16734,1
16735,1
16736,1
16737,1
16738,0
16739,1
16740,1
16741,1
16742,1
16743,1
16744,1
16745,1
16746,0
16747,1
16748,0
16749,0
16750,0
16751,1
16752,1
16753,1
16754,1
16755,1
16756,1
16757,1
16758,1
16759,1
16760,0
16761,1
16762,0
16763,0
16764,1
16765,1
16766,0
16767,1
16768,1
16769,1
16770,1
16771,1
16772,1
16773,1
16774,1
16775,1
16776,1
16777,1
16778,1
16779,0
16780,1
16781,1
16782,1
16783,1
16784,1
16785,1
16786,1
16787,0
16788,1
16789,1
16790,1
16791,0
16792,1
16793,1
16794,0
16795,1
16796,0
16797,0
16798,1
16799,1
16800,0
16801,0
16802,0
16803,1
16804,1
16805,1
16806,1
16807,0
16808,1
16809,1
16810,1
16811,1
16812,1
16813,1
16814,1
16815,1
16816,1
16817,0
16818,1
16819,1
16820,1
16821,1
16822,1
16823,1
16824,1
16825,1
16826,1
16827,0
16828,1
16829,1
16830,1
16831,0
16832,1
16833,1
16834,1
16835,0
16836,1
16837,1
16838,1
16839,1
16840,1
16841,1
16842,1
16843,1
16844,1
16845,1
16846,0
16847,1
16848,1
16849,0
16850,1
16851,1
16852,1
16853,1
16854,0
16855,1
16856,1
16857,0
16858,0
16859,1
16860,1
16861,1
16862,1
16863,1
16864,1
16865,1
16866,1
16867,1
16868,1
16869,1
16870,0
16871,1
16872,1
16873,1
16874,1
16875,1
16876,1
16877,1
16878,1
16879,0
16880,1
16881,0
16882,1
16883,1
16884,1
16885,1
16886,1
16887,1
16888,1
16889,0
16890,1
16891,1
16892,1
16893,1
16894,0
16895,0
16896,1
16897,1
16898,0
16899,1
16900,1
16901,1
16902,0
16903,1
16904,1
16905,1
16906,1
16907,1
16908,0
16909,0
16910,1
16911,1
16912,0
16913,1
16914,1
16915,0
16916,1
16917,1
16918,0
16919,1
16920,1
16921,1
16922,1
16923,1
16924,1
16925,1
16926,1
16927,1
16928,1
16929,0
16930,1
16931,1
16932,1
16933,0
16934,1
16935,1
16936,0
16937,1
16938,1
16939,1
16940,1
16941,1
16942,0
16943,1
16944,1
16945,1
16946,1
16947,1
16948,1
16949,1
16950,1
16951,0
16952,0
16953,1
16954,1
16955,1
16956,1
16957,1
16958,0
16959,1
16960,0
16961,1
16962,1
16963,1
16964,1
16965,1
16966,0
16967,1
16968,1
16969,1
16970,1
16971,1
16972,0
16973,1
16974,0
16975,1
16976,1
16977,0
16978,1
16979,1
16980,1
16981,1
16982,1
16983,1
16984,0
16985,1
16986,1
16987,1
16988,1
16989,1
16990,0
16991,1
16992,1
16993,0
16994,0
16995,0
16996,0
16997,1
16998,0
16999,0
17000,1
17001,1
17002,1
17003,1
17004,0
17005,1
17006,0
17007,1
17008,1
17009,1
17010,1
17011,1
17012,1
17013,0
17014,1
17015,1
17016,1
17017,1
17018,1
17019,1
17020,1
17021,1
17022,1
17023,1
17024,1
17025,1
17026,1
17027,1
17028,1
17029,1
17030,1
17031,1
17032,0
17033,1
17034,1
17035,1
17036,0
17037,1
17038,1
17039,1
17040,1
17041,1
17042,1
17043,1
17044,1
17045,0
17046,1
17047,1
17048,1
17049,1
17050,1
17051,0
17052,0
17053,1
17054,1
17055,1
17056,1
17057,1
17058,1
17059,1
17060,0
17061,0
17062,0
17063,1
17064,1
17065,0
17066,1
17067,0
17068,1
17069,1
17070,1
17071,1
17072,1
17073,1
17074,1
17075,1
17076,0
17077,1
17078,1
17079,1
17080,0
17081,1
17082,1
17083,1
17084,1
17085,1
17086,1
17087,1
17088,1
17089,1
17090,0
17091,1
17092,1
17093,0
17094,1
17095,1
17096,1
17097,0
17098,1
17099,1
17100,1
17101,0
17102,1
17103,1
17104,0
17105,1
17106,1
17107,1
17108,1
17109,1
17110,1
17111,1
17112,1
17113,0
17114,1
17115,0
17116,1
17117,1
17118,1
17119,0
17120,0
17121,1
17122,1
17123,0
17124,0
17125,1
17126,0
17127,1
17128,0
17129,1
17130,1
17131,1
17132,1
17133,0
17134,1
17135,1
17136,1
17137,0
17138,0
17139,0
17140,1
17141,0
17142,1
17143,1
17144,1
17145,1
17146,1
17147,1
17148,1
17149,1
17150,1
17151,1
17152,0
17153,1
17154,1
17155,1
17156,0
17157,1
17158,1
17159,1
17160,1
17161,1
17162,1
17163,1
17164,0
17165,1
17166,0
17167,1
17168,1
17169,1
17170,1
17171,1
17172,1
17173,1
17174,1
17175,1
17176,1
17177,1
17178,1
17179,1
17180,1
17181,1
17182,1
17183,0
17184,1
17185,1
17186,0
17187,1
17188,1
17189,1
17190,1
17191,1
17192,0
17193,1
17194,1
17195,1
17196,1
17197,1
17198,1
17199,1
17200,0
17201,0
17202,0
17203,0
17204,1
17205,1
17206,1
17207,1
17208,1
17209,1
17210,0
17211,1
17212,0
17213,1
17214,1
17215,0
17216,0
17217,1
17218,0
17219,1
17220,0
17221,0
17222,1
17223,0
17224,1
17225,1
17226,1
17227,1
17228,1
17229,1
17230,1
17231,1
17232,1
17233,0
17234,0
17235,0
17236,1
17237,0
17238,1
17239,0
17240,1
17241,1
17242,1
17243,0
17244,0
17245,1
17246,1
17247,1
17248,1
17249,1
17250,1
17251,1
17252,1
17253,1
17254,1
17255,0
17256,1
17257,1
17258,0
17259,1
17260,1
17261,1
17262,1
17263,1
17264,1
17265,1
17266,1
17267,0
17268,1
17269,1
17270,1
17271,0
17272,1
17273,1
17274,1
17275,1
17276,0
17277,1
17278,1
17279,0
17280,1
17281,1
17282,1
17283,1
17284,0
17285,1
17286,1
17287,1
17288,0
17289,1
17290,1
17291,1
17292,1
17293,1
17294,1
17295,1
17296,1
17297,1
17298,1
17299,1
17300,1
17301,0
17302,1
17303,1
17304,1
17305,1
17306,1
17307,1
17308,1
17309,1
17310,1
17311,1
17312,1
17313,1
17314,1
17315,1
17316,1
17317,0
17318,0
17319,1
17320,1
17321,1
17322,0
17323,1
17324,1
17325,1
17326,0
17327,1
17328,1
17329,0
17330,1
17331,1
17332,1
17333,1
17334,0
17335,1
17336,1
17337,0
17338,1
17339,1
17340,1
17341,1
17342,1
17343,0
17344,1
17345,1
17346,1
17347,1
17348,0
17349,0
17350,0
17351,1
17352,0
17353,1
17354,1
17355,0
17356,0
17357,0
17358,1
17359,1
17360,1
17361,1
17362,1
17363,1
17364,1
17365,1
17366,0
17367,1
17368,0
17369,0
17370,1
17371,0
17372,1
17373,1
17374,1
17375,1
17376,1
17377,1
17378,0
17379,1
17380,0
17381,0
17382,1
17383,1
17384,1
17385,1
17386,1
17387,1
17388,1
17389,1
17390,0
17391,1
17392,0
17393,1
17394,1
17395,1
17396,1
17397,1
17398,1
17399,1
17400,0
17401,1
17402,1
17403,1
17404,1
17405,1
17406,1
17407,0
17408,1
17409,1
17410,1
17411,1
17412,0
17413,1
17414,1
17415,0
17416,1
17417,1
17418,1
17419,1
17420,1
17421,1
17422,1
17423,1
17424,1
17425,1
17426,1
17427,1
17428,1
17429,1
17430,0
17431,0
17432,0
17433,1
17434,1
17435,1
17436,1
17437,0
17438,1
17439,1
17440,1
17441,1
17442,1
17443,1
17444,1
17445,1
17446,1
17447,1
17448,1
17449,1
17450,1
17451,1
17452,0
17453,1
17454,1
17455,1
17456,1
17457,1
17458,1
17459,1
17460,1
17461,0
17462,0
17463,1
17464,1
17465,1
17466,1
17467,0
17468,1
17469,1
17470,1
17471,1
17472,1
17473,0
17474,1
17475,0
17476,1
17477,1
17478,0
17479,1
17480,1
17481,1
17482,0
17483,1
17484,1
17485,0
17486,0
17487,1
17488,1
17489,1
17490,1
17491,0
17492,0
17493,0
17494,1
17495,1
17496,1
17497,1
17498,0
17499,1
17500,1
17501,1
17502,1
17503,1
17504,0
17505,1
17506,1
17507,1
17508,1
17509,1
17510,1
17511,1
17512,0
17513,1
17514,1
17515,0
17516,1
17517,1
17518,1
17519,1
17520,1
17521,1
17522,1
17523,1
17524,1
17525,1
17526,1
17527,1
17528,1
17529,0
17530,1
17531,1
17532,0
17533,1
17534,0
17535,1
17536,1
17537,1
17538,1
17539,1
17540,0
17541,1
17542,1
17543,1
17544,1
17545,1
17546,0
17547,1
17548,1
17549,1
17550,1
17551,1
17552,1
17553,1
17554,1
17555,1
17556,0
17557,1
17558,1
17559,0
17560,0
17561,1
17562,0
17563,1
17564,1
17565,1
17566,0
17567,1
17568,1
17569,0
17570,0
17571,1
17572,1
17573,1
17574,0
17575,1
17576,1
17577,1
17578,1
17579,1
17580,0
17581,1
17582,1
17583,0
17584,1
17585,1
17586,1
17587,1
17588,0
17589,0
17590,1
17591,0
17592,1
17593,0
17594,1
17595,1
17596,0
17597,0
17598,0
17599,1
17600,0
17601,0
17602,1
17603,0
17604,1
17605,0
17606,1
17607,1
17608,1
17609,1
17610,1
17611,1
17612,1
17613,1
17614,1
17615,1
17616,1
17617,1
17618,0
17619,1
17620,1
17621,1
17622,0
17623,1
17624,1
17625,1
17626,1
17627,0
17628,1
17629,1
17630,0
17631,1
17632,1
17633,1
17634,0
17635,0
17636,0
17637,1
17638,1
17639,1
17640,1
17641,1
17642,1
17643,1
17644,1
17645,1
17646,1
17647,1
17648,1
17649,1
17650,1
17651,1
17652,1
17653,1
17654,1
17655,1
17656,1
17657,0
17658,0
17659,1
17660,1
17661,1
17662,1
17663,1
17664,0
17665,1
17666,1
17667,1
17668,1
17669,1
17670,1
17671,1
17672,0
17673,1
17674,1
17675,1
17676,1
17677,1
17678,1
17679,0
17680,1
17681,1
17682,1
17683,1
17684,1
17685,1
17686,1
17687,1
17688,1
17689,1
17690,1
17691,1
17692,1
17693,1
17694,1
17695,1
17696,1
17697,1
17698,0
17699,1
17700,1
17701,1
17702,0
17703,1
17704,0
17705,0
17706,0
17707,1
17708,1
17709,1
17710,1
17711,1
17712,0
17713,1
17714,1
17715,1
17716,0
17717,0
17718,0
17719,1
17720,1
17721,1
17722,0
17723,0
17724,1
17725,1
17726,1
17727,1
17728,1
17729,0
17730,1
17731,1
17732,1
17733,1
17734,1
17735,1
17736,1
17737,1
17738,1
17739,0
17740,0
17741,0
17742,0
17743,0
17744,1
17745,1
17746,1
17747,1
17748,1
17749,1
17750,1
17751,0
17752,1
17753,0
17754,1
17755,0
17756,1
17757,1
17758,1
17759,1
17760,1
17761,0
17762,1
17763,0
17764,1
17765,1
17766,1
17767,1
17768,1
17769,1
17770,1
17771,1
17772,1
17773,0
17774,1
17775,1
17776,0
17777,1
17778,0
17779,1
17780,1
17781,1
17782,1
17783,1
17784,1
17785,1
17786,1
17787,1
17788,1
17789,1
17790,1
17791,0
17792,1
17793,1
17794,1
17795,1
17796,1
17797,0
17798,1
17799,1
17800,1
17801,1
17802,1
17803,1
17804,0
17805,1
17806,1
17807,1
17808,1
17809,1
17810,0
17811,1
17812,0
17813,1
17814,1
17815,1
17816,1
17817,1
17818,1
17819,1
17820,1
17821,1
17822,0
17823,0
17824,1
17825,1
17826,1
17827,1
17828,0
17829,0
17830,0
17831,0
17832,0
17833,1
17834,0
17835,0
17836,1
17837,0
17838,1
17839,1
17840,0
17841,0
17842,1
17843,1
17844,1
17845,1
17846,1
17847,1
17848,1
17849,1
17850,1
17851,1
17852,1
17853,1
17854,0
17855,0
17856,0
17857,0
17858,1
17859,1
17860,1
17861,1
17862,1
17863,1
17864,1
17865,1
17866,1
17867,1
17868,1
17869,1
17870,1
17871,1
17872,1
17873,1
17874,1
17875,1
17876,1
17877,1
17878,1
17879,1
17880,0
17881,1
17882,1
17883,1
17884,1
17885,1
17886,1
17887,0
17888,1
17889,0
17890,1
17891,1
17892,1
17893,1
17894,1
17895,1
17896,0
17897,1
17898,1
17899,1
17900,1
17901,1
17902,1
17903,1
17904,1
17905,0
17906,1
17907,1
17908,0
17909,1
17910,1
17911,1
17912,1
17913,1
17914,1
17915,1
17916,1
17917,0
17918,1
17919,0
17920,1
17921,1
17922,1
17923,1
17924,1
17925,1
17926,1
17927,1
17928,1
17929,1
17930,1
17931,1
17932,1
17933,1
17934,1
17935,1
17936,0
17937,1
17938,1
17939,1
17940,0
17941,1
17942,1
17943,0
17944,1
17945,1
17946,1
17947,1
17948,1
17949,0
17950,0
17951,1
17952,1
17953,1
17954,1
17955,1
17956,1
17957,1
17958,0
17959,1
17960,1
17961,1
17962,1
17963,1
17964,1
17965,1
17966,1
17967,1
17968,1
17969,0
17970,1
17971,1
17972,1
17973,1
17974,1
17975,0
17976,1
17977,1
17978,1
17979,1
17980,1
17981,1
17982,0
17983,1
17984,1
17985,1
17986,1
17987,1
17988,1
17989,1
17990,1
17991,1
17992,1
17993,0
17994,0
17995,0
17996,0
17997,0
17998,1
17999,1
18000,1
18001,1
18002,1
18003,1
18004,1
18005,1
18006,1
18007,0
18008,1
18009,0
18010,1
18011,1
18012,0
18013,1
18014,1
18015,1
18016,0
18017,1
18018,0
18019,1
18020,1
18021,1
18022,1
18023,1
18024,0
18025,1
18026,1
18027,1
18028,1
18029,1
18030,1
18031,1
18032,0
18033,0
18034,1
18035,0
18036,1
18037,1
18038,1
18039,1
18040,1
18041,0
18042,1
18043,1
18044,1
18045,1
18046,1
18047,0
18048,1
18049,1
18050,0
18051,0
18052,1
18053,1
18054,1
18055,0
18056,0
18057,1
18058,1
18059,1
18060,1
18061,1
18062,0
18063,1
18064,1
18065,1
18066,1
18067,1
18068,0
18069,1
18070,1
18071,1
18072,1
18073,1
18074,1
18075,1
18076,1
18077,1
18078,1
18079,0
18080,1
18081,1
18082,1
18083,1
18084,1
18085,1
18086,0
18087,1
18088,1
18089,0
18090,1
18091,0
18092,1
18093,1
18094,1
18095,1
18096,1
18097,1
18098,1
18099,1
18100,1
18101,1
18102,1
18103,1
18104,1
18105,0
18106,1
18107,1
18108,0
18109,0
18110,1
18111,1
18112,1
18113,1
18114,1
18115,0
18116,0
18117,1
18118,1
18119,1
18120,0
18121,1
18122,0
18123,1
18124,1
18125,1
18126,1
18127,1
18128,1
18129,1
18130,1
18131,1
18132,1
18133,1
18134,1
18135,1
18136,1
18137,1
18138,1
18139,1
18140,1
18141,1
18142,1
18143,0
18144,1
18145,1
18146,1
18147,1
18148,0
18149,1
18150,1
18151,1
18152,1
18153,1
18154,1
18155,1
18156,1
18157,1
18158,0
18159,1
18160,0
18161,1
18162,1
18163,1
18164,1
18165,1
18166,1
18167,0
18168,0
18169,1
18170,1
18171,1
18172,1
18173,0
18174,1
18175,1
18176,1
18177,1
18178,1
18179,1
18180,1
18181,0
18182,0
18183,1
18184,1
18185,0
18186,1
18187,1
18188,0
18189,1
18190,1
18191,0
18192,1
18193,1
18194,1
18195,1
18196,1
18197,0
18198,1
18199,1
18200,1
18201,1
18202,1
18203,0
18204,1
18205,1
18206,0
18207,1
18208,1
18209,0
18210,0
18211,1
18212,1
18213,1
18214,1
18215,1
18216,1
18217,0
18218,1
18219,1
18220,1
18221,1
18222,1
18223,0
18224,0
18225,1
18226,1
18227,1
18228,1
18229,0
18230,1
18231,0
18232,0
18233,0
18234,1
18235,1
18236,0
18237,1
18238,1
18239,0
18240,0
18241,1
18242,0
18243,1
18244,1
18245,1
18246,1
18247,1
18248,1
18249,1
18250,0
18251,1
18252,1
18253,1
18254,1
18255,1
18256,1
18257,0
18258,1
18259,1
18260,1
18261,1
18262,1
18263,0
18264,1
18265,0
18266,1
18267,1
18268,1
18269,1
18270,1
18271,1
18272,1
18273,1
18274,1
18275,0
18276,1
18277,1
18278,1
18279,1
18280,0
18281,1
18282,1
18283,1
18284,1
18285,1
18286,1
18287,1
18288,1
18289,1
18290,1
18291,1
18292,1
18293,1
18294,0
18295,1
18296,1
18297,0
18298,1
18299,0
18300,1
18301,1
18302,1
18303,1
18304,1
18305,1
18306,0
18307,0
18308,1
18309,1
18310,1
18311,1
18312,0
18313,0
18314,1
18315,1
18316,1
18317,0
18318,1
18319,0
18320,0
18321,1
18322,0
18323,1
18324,1
18325,1
18326,1
18327,0
18328,1
18329,1
18330,0
18331,1
18332,0
18333,1
18334,1
18335,1
18336,0
18337,1
18338,0
18339,1
18340,1
18341,1
18342,1
18343,1
18344,0
18345,0
18346,0
18347,1
18348,1
18349,0
18350,1
18351,0
18352,1
18353,0
18354,0
18355,1
18356,1
18357,1
18358,0
18359,1
18360,1
18361,1
18362,0
18363,1
18364,1
18365,1
18366,1
18367,0
18368,0
18369,1
18370,1
18371,1
18372,1
18373,1
18374,0
18375,1
18376,1
18377,0
18378,1
18379,0
18380,1
18381,1
18382,0
18383,1
18384,1
18385,1
18386,1
18387,1
18388,1
18389,1
18390,1
18391,1
18392,0
18393,1
18394,0
18395,1
18396,1
18397,1
18398,1
18399,1
18400,1
18401,1
18402,1
18403,1
18404,0
18405,1
18406,1
18407,1
18408,1
18409,0
18410,1
18411,1
18412,1
18413,0
18414,1
18415,1
18416,0
18417,1
18418,1
18419,1
18420,1
18421,1
18422,0
18423,1
18424,1
18425,0
18426,1
18427,1
18428,1
18429,0
18430,0
18431,1
18432,1
18433,0
18434,0
18435,1
18436,0
18437,0
18438,0
18439,1
18440,1
18441,1
18442,1
18443,1
18444,1
18445,0
18446,1
18447,1
18448,0
18449,1
18450,1
18451,1
18452,0
18453,1
18454,0
18455,1
18456,1
18457,1
18458,1
18459,0
18460,0
18461,1
18462,0
18463,1
18464,1
18465,1
18466,1
18467,0
18468,0
18469,1
18470,1
18471,1
18472,0
18473,1
18474,1
18475,0
18476,0
18477,1
18478,0
18479,1
18480,1
18481,1
18482,1
18483,0
18484,0
18485,0
18486,1
18487,1
18488,1
18489,1
18490,1
18491,1
18492,1
18493,1
18494,1
18495,1
18496,0
18497,1
18498,1
18499,1
18500,0
18501,0
18502,1
18503,1
18504,1
18505,0
18506,0
18507,1
18508,1
18509,1
18510,1
18511,0
18512,0
18513,1
18514,0
18515,1
18516,1
18517,1
18518,0
18519,0
18520,1
18521,0
18522,1
18523,1
18524,1
18525,1
18526,0
18527,1
18528,1
18529,1
18530,1
18531,1
18532,1
18533,1
18534,0
18535,1
18536,1
18537,0
18538,1
18539,1
18540,0
18541,1
18542,1
18543,0
18544,1
18545,1
18546,0
18547,1
18548,1
18549,0
18550,0
18551,1
18552,1
18553,1
18554,1
18555,1
18556,1
18557,1
18558,1
18559,1
18560,1
18561,1
18562,1
18563,1
18564,0
18565,0
18566,1
18567,0
18568,1
18569,1
18570,1
18571,1
18572,1
18573,0
18574,1
18575,1
18576,1
18577,1
18578,0
18579,1
18580,1
18581,1
18582,1
18583,1
18584,0
18585,1
18586,0
18587,0
18588,1
18589,1
18590,1
18591,1
18592,1
18593,1
18594,1
18595,1
18596,0
18597,1
18598,0
18599,0
18600,1
18601,1
18602,1
18603,1
18604,1
18605,0
18606,1
18607,1
18608,1
18609,1
18610,1
18611,1
18612,1
18613,1
18614,1
18615,1
18616,1
18617,1
18618,1
18619,1
18620,1
18621,1
18622,1
18623,0
18624,1
18625,1
18626,1
18627,1
18628,1
18629,1
18630,1
18631,1
18632,0
18633,1
18634,1
18635,1
18636,1
18637,0
18638,1
18639,1
18640,0
18641,0
18642,1
18643,1
18644,1
18645,1
18646,0
18647,0
18648,1
18649,1
18650,1
18651,1
18652,0
18653,1
18654,1
18655,1
18656,0
18657,0
18658,1
18659,1
18660,1
18661,1
18662,1
18663,0
18664,0
18665,0
18666,0
18667,1
18668,0
18669,0
18670,1
18671,0
18672,1
18673,0
18674,1
18675,1
18676,1
18677,0
18678,1
18679,1
18680,0
18681,1
18682,1
18683,1
18684,1
18685,0
18686,1
18687,1
18688,1
18689,0
18690,1
18691,1
18692,1
18693,1
18694,1
18695,0
18696,0
18697,0
18698,1
18699,0
18700,1
18701,1
18702,1
18703,1
18704,0
18705,1
18706,1
18707,1
18708,1
18709,1
18710,1
18711,1
18712,1
18713,0
18714,1
18715,1
18716,1
18717,1
18718,1
18719,1
18720,1
18721,1
18722,1
18723,1
18724,1
18725,1
18726,0
18727,0
18728,1
18729,1
18730,1
18731,1
18732,0
18733,0
18734,1
18735,1
18736,1
18737,0
18738,1
18739,1
18740,1
18741,1
18742,0
18743,1
18744,0
18745,0
18746,0
18747,1
18748,1
18749,0
18750,1
18751,1
18752,1
18753,1
18754,1
18755,1
18756,0
18757,1
18758,1
18759,1
18760,1
18761,1
18762,0
18763,1
18764,0
18765,1
18766,1
18767,1
18768,1
18769,1
18770,1
18771,1
18772,1
18773,0
18774,1
18775,0
18776,0
18777,1
18778,0
18779,1
18780,1
18781,1
18782,1
18783,1
18784,1
18785,1
18786,1
18787,1
18788,1
18789,0
18790,1
18791,1
18792,1
18793,1
18794,1
18795,1
18796,1
18797,1
18798,0
18799,0
18800,0
18801,1
18802,0
18803,1
18804,1
18805,1
18806,1
18807,0
18808,0
18809,1
18810,0
18811,1
18812,1
18813,0
18814,1
18815,1
18816,1
18817,0
18818,1
18819,1
18820,1
18821,1
18822,0
18823,0
18824,0
18825,1
18826,0
18827,1
18828,0
18829,1
18830,1
18831,1
18832,1
18833,1
18834,1
18835,0
18836,1
18837,0
18838,1
18839,1
18840,1
18841,1
18842,1
18843,1
18844,1
18845,1
18846,1
18847,1
18848,1
18849,1
18850,1
18851,0
18852,1
18853,1
18854,1
18855,1
18856,1
18857,1
18858,1
18859,1
18860,1
18861,1
18862,1
18863,0
18864,1
18865,1
18866,1
18867,1
18868,1
18869,0
18870,1
18871,1
18872,1
18873,1
18874,1
18875,1
18876,1
18877,1
18878,1
18879,1
18880,0
18881,1
18882,1
18883,1
18884,1
18885,1
18886,1
18887,0
18888,1
18889,0
18890,1
18891,1
18892,1
18893,1
18894,1
18895,0
18896,1
18897,0
18898,0
18899,1
18900,1
18901,0
18902,0
18903,1
18904,1
18905,0
18906,1
18907,1
18908,1
18909,0
18910,0
18911,1
18912,0
18913,1
18914,0
18915,0
18916,1
18917,1
18918,0
18919,1
18920,1
18921,0
18922,1
18923,1
18924,1
18925,0
18926,1
18927,0
18928,1
18929,1
18930,0
18931,0
18932,1
18933,1
18934,1
18935,0
18936,1
18937,1
18938,1
18939,1
18940,1
18941,1
18942,0
18943,1
18944,1
18945,1
18946,1
18947,0
18948,1
18949,1
18950,1
18951,1
18952,1
18953,0
18954,1
18955,1
18956,1
18957,1
18958,1
18959,1
