 839 4675
 409 75078
 409 25993
 404 3853
 299 75834
 299 6977
 295 32270
 247 42085
 239 17308
 236 1020
 220 13878
 204 42093
 192 18418
 186 7543
 167 23921
 163 278393
 161 34924
 137 28149
 136 18072
 135 20364
 129 39262
 127 14354
 126 23096
 115 75901
 113 15064
 108 33054
 104 20897
  99 33642
  91 34950
  91 14570
  88 27124
  87 73756
  84 33248
  83 17249
  81 15714
  79 31441
  79 15716
  78 32642
  73 73815
  73 20299
  72 35376
  68 28294
  67 20292
  65 45904
  65 39883
  65 39264
  65 29304
  65 18913
  63 391
  62 42031
  62 40867
  58 16191
  57 7678
  57 38704
  57 17278
  56 3130
  54 34817
  53 27082
  53 20351
  52 1937
  51 23497
  50 37260
  50 36480
  50 31825
  49 15369
  48 20293
  47 74310
  46 33146
  45 5173
  45 43876
  45 41594
  45 3264
  45 25231
  45 17226
  43 74995
  43 38719
  42 74754
  42 37651
  42 16639
  40 41758
  40 40997
  40 37793
  40 25287
  40 1969
  40 16443
  39 45300
  39 17849
  38 44722
  38 27356
  38 27348
  38 15022
  37 27416
  37 19998
  36 35498
  36 33147
  36 23990
  35 74883
  35 15720
  34 74302
  34 45481
  34 45444
  34 20279
  33 5112
  33 38972
  33 20294
  33 20222
  32 6921
  32 6725
  32 45790
  32 45019
  32 38470
  32 34026
  32 33111
  32 26437
  32 25274
  32 22682
  31 73144
  31 41314
  31 38391
  31 28315
  31 23194
  31 1003
  30 20349
  30 20271
  30 17183
  29 39879
  29 38392
  29 25098
  29 24016
  28 43877
  28 19722
  27 44812
  27 40630
  27 39333
  27 37734
  27 37639
  27 27323
  27 23964
  27 1581
  26 74909
  26 34861
  26 27755
  26 16018
  26 15672
  26 14960
  25 77300
  25 74001
  25 70452
  25 5893
  25 40069
  25 39939
  25 39331
  25 38710
  25 33249
  25 31232
  25 25241
  24 76860
  24 4605
  24 43952
  24 33150
  24 25749
  24 16767
  24 1281
  23 75047
  23 43452
  23 40237
  23 39332
  23 37951
  23 37942
  23 35540
  23 302049
  23 25270
  23 20733
  23 16116
  22 76446
  22 75649
  22 42508
  22 35068
  22 28586
  22 23965
  22 23181
  22 20226
  22 19989
  22 15365
  21 45652
  21 42972
  21 38124
  21 36429
  21 34954
  21 22662
  21 19945
  21 19310
  20 77178
  20 41569
  20 41279
  20 3661
  20 35792
  20 35788
  20 30583
  20 29100
  20 27287
  20 26360
  20 14666
  19 77203
  19 75216
  19 74142
  19 6690
  19 44641
  19 40438
  19 38468
  19 34832
  19 34628
  19 34583
  19 34498
  19 20284
  19 15715
  19 1151
  18 77295
  18 75338
  18 5906
  18 52683
  18 43714
  18 42006
  18 41378
  18 38751
  18 38725
  18 37807
  18 3719
  18 34958
  18 33149
  18 26431
  18 20281
  18 20272
  17 72024
  17 64721
  17 45610
  17 45337
  17 44944
  17 38482
  17 37732
  17 35531
  17 33241
  17 30570
  17 23961
  17 19666
  17 19484
  17 17292
  17 16985
  17 1023
  16 77993
  16 75954
  16 75639
  16 45990
  16 42976
  16 41470
  16 40202
  16 38480
  16 38469
  16 34580
  16 34516
  16 33329
  16 33151
  16 31983
  16 31661
  16 31299
  16 27785
  16 25570
  16 23966
  16 19723
  16 18688
  16 16232
  16 15805
  16 15030
  15 76416
  15 73876
  15 70453
  15 6449
  15 45856
  15 41325
  15 40919
  15 38860
  15 34982
  15 32634
  15 26391
  15 26313
  15 25885
  15 25328
  15 20312
  15 18058
  14 75179
  14 73547
  14 6960
  14 5045
  14 4673
  14 45143
  14 44987
  14 42914
  14 42654
  14 38723
  14 38707
  14 37709
  14 36463
  14 35790
  14 35528
  14 34433
  14 34005
  14 26430
  14 25442
  14 22680
  14 19399
  14 19312
  14 18394
  14 17296
  14 16333
  14 153
  13 75477
  13 75272
  13 74550
  13 58678
  13 45035
  13 44977
  13 44874
  13 43305
  13 39330
  13 37737
  13 34714
  13 31352
  13 29697
  13 29024
  13 25812
  13 25322
  13 23986
  13 20231
  13 189629
  13 16503
  13 15710
  13 14914
  13 1014
  13 0
  12 77659
  12 77561
  12 75787
  12 75324
  12 72201
  12 6104
  12 45974
  12 45828
  12 45349
  12 44781
  12 42367
  12 42208
  12 41649
  12 38481
  12 37439
  12 37138
  12 36731
  12 34434
  12 34346
  12 33239
  12 31613
  12 31369
  12 31183
  12 3069
  12 3003
  12 27727
  12 27122
  12 25883
